Matricule;Annee;Mois;Statut;Indice;NBI;Libelle;Code;Heures;Heures.Sup.;Temps.de.travail;quotite.moyenne.orig;Base;Nb.Unite;Taux;Montant;Debut;Fin;Type;Service;Emploi;Grade;quotite;quotite.moyenne;Annee.rappel;Mois.rappel
300331;2011;3;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CUI;211D;155,67;0;100;0,939433333333333;9;0;4;36;;;T;SERV CENTRES LOISIRS ENFANTS;CONTRAT UNIQUE D INSERT;CONTRAT UNIQUE D INSERT;1;0,939433333333333;;
300331;2011;8;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CUI;211D;155,67;0;100;0,939433333333333;11,08;0;4;44,32;;;T;SERV CENTRES LOISIRS ENFANTS;CONTRAT UNIQUE D INSERT;CONTRAT UNIQUE D INSERT;1;0,939433333333333;;
300331;2011;10;NON_TITULAIRE;295;0;HEURES SUPPLEMENTAIRES CUI;211D;146,75;0;100;0,939433333333333;11,08;0;2;22,16;;;T;ECOLES ELEMENTAIRES;ANIMATEUR REMUNERE;ANIMATEUR REMUNERE;1;0,939433333333333;;
300357;2010;3;NON_TITULAIRE;397;0;HEURES SUPPL.  = 14 H;1900;175,67;24;100;1;15,07;0;14;210,98;;2010-02-28;R;EQU. PREVENTION SPECIALISEE;ASSISTANT SOCIO-EDUCATIF;ASSISTANT SOCIO-EDUCATIF;1;1;;
300357;2010;3;NON_TITULAIRE;397;0;HEURES SUPPL. DIMANCHE JF;1920;175,67;24;100;1;25,12;0;10;251,2;;2010-02-28;R;EQU. PREVENTION SPECIALISEE;ASSISTANT SOCIO-EDUCATIF;ASSISTANT SOCIO-EDUCATIF;1;1;;
300361;2010;6;NON_TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;152,42;0,75;100;1;11,2;0;0,75;8,4;;2010-05-31;R;ECOLES MATERNELLES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300364;2011;12;NON_TITULAIRE;327;0;HEURES SUPPL.  = 14 H;1900;183,95;52,5;100;1;12,48;0;10,5;131,04;;;T;EQUIPE EDUC B. JAMMES;EDUC.DE JEUNES ENFANTS;EDUC.DE JEUNES ENFANTS;1;1;;
300364;2011;12;NON_TITULAIRE;327;0;HEURES SUPPL.  = 14 H;1900;183,95;52,5;100;1;12,48;0;14;174,72;;2011-09-30;R;EQUIPE EDUC B. JAMMES;EDUC.DE JEUNES ENFANTS;EDUC.DE JEUNES ENFANTS;1;1;;
300364;2011;12;NON_TITULAIRE;327;0;HEURES SUPPL.  = 14 H;1900;183,95;52,5;100;1;12,48;0;14;174,72;;2011-10-31;R;EQUIPE EDUC B. JAMMES;EDUC.DE JEUNES ENFANTS;EDUC.DE JEUNES ENFANTS;1;1;;
300364;2011;12;NON_TITULAIRE;327;0;HEURES SUPPL.  = 14 H;1900;183,95;52,5;100;1;12,48;0;14;174,72;;2011-11-30;R;EQUIPE EDUC B. JAMMES;EDUC.DE JEUNES ENFANTS;EDUC.DE JEUNES ENFANTS;1;1;;
300389;2011;7;NON_TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;26,78;1,5;100;0,819;11,26;0;1,5;16,89;;2011-06-30;R;ECOLES ELEMENTAIRES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,819;;
300460;2010;5;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;158,42;7,75;100;1;11,16;0;5,25;58,59;;2010-04-30;R;EQUIPE DES STADES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300460;2010;5;NON_TITULAIRE;294;0;HEURES SUPPL. DE NUIT;1930;158,42;7,75;100;1;22,33;0;1,5;33,5;;2010-04-30;R;EQUIPE DES STADES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300460;2011;11;NON_TITULAIRE;298;0;HEURES SUPPL.  = 14 H;1900;163,17;11,5;100;1;11,37;0;6;68,22;;2011-10-31;R;EQUIPE DES STADES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300460;2011;11;NON_TITULAIRE;298;0;HEURES SUPPL. DE NUIT;1930;163,17;11,5;100;1;22,74;0;5,5;125,07;;2011-10-31;R;EQUIPE DES STADES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300657;2010;5;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;154,67;3;100;0,916666666666667;11,16;0;1;11,16;;2010-04-30;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,916666666666667;;
300657;2010;5;NON_TITULAIRE;294;0;HEURES SUPPL. DIMANCHE JF;1920;154,67;3;100;0,916666666666667;18,61;0;2;37,22;;2010-04-30;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,916666666666667;;
300657;2010;6;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;210,67;60;100;0,916666666666667;11,16;0;14;156,24;;2010-05-31;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,916666666666667;;
300657;2010;6;NON_TITULAIRE;294;0;HEURES SUPPL. DIMANCHE JF;1920;210,67;60;100;0,916666666666667;18,61;0;43;800,23;;2010-05-31;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,916666666666667;;
300657;2011;2;NON_TITULAIRE;297;0;HEURES SUPPL.  = 14 H;1900;153,17;13,5;100;1;11,33;0;0,5;5,67;;2011-01-31;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300657;2011;2;NON_TITULAIRE;297;0;HEURES SUPPL. DE NUIT;1930;153,17;13,5;100;1;22,67;0;1;22,67;;2011-01-31;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300657;2011;3;NON_TITULAIRE;297;0;HEURES SUPPL. DIMANCHE JF;1920;179,17;61,5;100;1;18,89;0;5,5;103,9;;2011-01-31;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300657;2011;3;NON_TITULAIRE;297;0;HEURES SUPPL. DIMANCHE JF;1920;179,17;61,5;100;1;18,89;0;20;377,8;;2011-02-28;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300657;2011;3;NON_TITULAIRE;297;0;HEURES SUPPL. DE NUIT;1930;179,17;61,5;100;1;22,67;0;2;45,34;;2011-02-28;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2010;9;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;155,67;25,5;100;1;11,22;0;4;44,88;;2010-08-31;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2010;10;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;160,17;8,5;100;1;11,22;0;5;56,1;;2010-09-30;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2010;10;NON_TITULAIRE;294;0;HEURES SUPPL. DIMANCHE JF;1920;160,17;8,5;100;1;18,7;0;3,5;65,45;;2010-09-30;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2010;12;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;152,67;34,5;100;1;11,22;0;1;11,22;;2010-11-30;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2011;5;NON_TITULAIRE;297;0;HEURES SUPPL.  = 14 H;1900;163,67;12;100;1;11,33;0;9,5;107,64;;2011-04-30;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2011;5;NON_TITULAIRE;297;0;HEURES SUPPL. DIMANCHE JF;1920;163,67;12;100;1;18,89;0;2,5;47,23;;2011-04-30;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2011;7;NON_TITULAIRE;297;0;HEURES SUPPL.  = 14 H;1900;166,67;17,5;100;1;11,33;0;12,5;141,63;;2011-06-30;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2011;7;NON_TITULAIRE;297;0;HEURES SUPPL. DIMANCHE JF;1920;166,67;17,5;100;1;18,89;0;2,5;47,23;;2011-06-30;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2011;8;NON_TITULAIRE;297;0;HEURES SUPPL.  = 14 H;1900;164,17;41;100;1;11,33;0;3,5;39,66;;2011-07-31;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2011;8;NON_TITULAIRE;297;0;HEURES SUPPL. DIMANCHE JF;1920;164,17;41;100;1;18,89;0;5;94,45;;2011-07-31;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2011;8;NON_TITULAIRE;297;0;HEURES SUPPL. DE NUIT;1930;164,17;41;100;1;22,67;0;4;90,68;;2011-07-31;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2011;9;NON_TITULAIRE;297;0;HEURES SUPPL.  = 14 H;1900;157,17;57;100;1;11,33;0;5,5;62,32;;2011-08-31;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2011;10;NON_TITULAIRE;297;0;HEURES SUPPL.  = 14 H;1900;157,67;49;100;1;11,33;0;6;67,98;;2011-09-30;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2011;12;NON_TITULAIRE;297;0;HEURES SUPPL.  = 14 H;1900;154,67;41,5;100;1;11,33;0;3;33,99;;2011-11-30;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300714;2012;1;NON_TITULAIRE;297;0;HEURES SUPPL.  = 14 H;1900;1;43,5;100;0,166666666666667;11,33;0;1;11,33;;2011-12-31;R;EQUIPES ROULEMENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,166666666666667;;
300787;2013;9;NON_TITULAIRE;309;0;HEURES SUPPL.  = 14 H;1900;161,92;10,25;100;0,924983333333333;11,79;0;10;117,9;;;T;ECOLES ELEMENTAIRES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,924983333333333;;
300787;2013;9;NON_TITULAIRE;309;0;HEURES SUPPL.  = 14 H;1900;161,92;10,25;100;0,924983333333333;11,79;0;0,25;2,95;;2013-08-31;R;ECOLES ELEMENTAIRES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,924983333333333;;
300862;2012;10;NON_TITULAIRE;308;0;HEURES SUPPL.  = 14 H;1900;154,67;3;100;0,591975;11,75;0;3;35,25;;2012-09-30;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,591975;;
300862;2013;2;NON_TITULAIRE;309;0;HEURES SUPPL CROSS;1900;91,84;22,5;57,14;0,527158333333333;11,75;0;8;94;;2012-11-18;R;EQU. PRODUCTION CHAUDE;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;0,5714;0,527158333333333;;
300862;2013;2;NON_TITULAIRE;309;0;HEURES SUPPL. DIM JF TRAIL;1920;91,84;22,5;57,14;0,527158333333333;19,59;0;4,5;88,16;;2012-12-30;R;EQU. PRODUCTION CHAUDE;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;0,5714;0,527158333333333;;
300926;2013;3;NON_TITULAIRE;309;0;HEURES SUPPL. DIMANCHE JF;1920;156,67;5;100;0,416666666666667;19,65;0;5;98,25;;2013-02-28;R;EQU HENRY VINAY   ST LAURENT;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,416666666666667;;
300931;2013;8;NON_TITULAIRE;309;0;HEURES SUPPL. DE NUIT;1930;155,17;3,5;100;0,5;23,58;0;3,5;82,53;;2013-07-31;R;SECTEUR LOGISTIQUE;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,5;;
300950;2011;11;NON_TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;166,67;25;100;0,416666666666667;11,26;0;5;56,3;;2011-10-31;R;EQU STATIONNEMENT ECLAIRAGE;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,416666666666667;;
300950;2011;11;NON_TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;166,67;25;100;0,416666666666667;18,76;0;10;187,6;;2011-10-31;R;EQU STATIONNEMENT ECLAIRAGE;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,416666666666667;;
300950;2011;12;NON_TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;161,67;20;100;0,416666666666667;11,26;0;10;112,6;;2011-11-30;R;EQU STATIONNEMENT ECLAIRAGE;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,416666666666667;;
301017;2010;10;NON_TITULAIRE;292;0;HEURES SUPPL.  = 14 H;1900;156,92;5,5;100;0,916666666666667;11,14;0;0,5;5,57;;2010-09-30;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,916666666666667;;
301017;2010;11;NON_TITULAIRE;292;0;HEURES SUPPL. DIMANCHE JF;1920;155,17;28;100;0,916666666666667;18,57;0;1;18,57;;2010-10-31;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,916666666666667;;
301017;2010;11;NON_TITULAIRE;292;0;HEURES SUPPL. DE NUIT;1930;155,17;28;100;0,916666666666667;22,29;0;1;22,29;;2010-10-31;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,916666666666667;;
301017;2010;12;NON_TITULAIRE;;0;HEURES SUPPL.  = 14 H;1900;131,11;64,58;100;0,916666666666667;11,14;0;10;111,4;;2010-11-30;R;SECTEUR ADMINIST. ACCUEIL;VACATAIRE;VACATAIRE;1;0,916666666666667;;
301017;2010;12;NON_TITULAIRE;;0;HEURES SUPPL. DIMANCHE JF;1920;131,11;64,58;100;0,916666666666667;18,57;0;0,58;10,77;;2010-11-30;R;SECTEUR ADMINIST. ACCUEIL;VACATAIRE;VACATAIRE;1;0,916666666666667;;
301017;2010;12;NON_TITULAIRE;;0;HEURES SUPPL. DE NUIT;1930;131,11;64,58;100;0,916666666666667;22,29;0;1;22,29;;2010-11-30;R;SECTEUR ADMINIST. ACCUEIL;VACATAIRE;VACATAIRE;1;0,916666666666667;;
301017;2011;1;NON_TITULAIRE;;0;HEURES SUPPL.  = 14 H;1900;23;47;100;0,916666666666667;11,14;0;10;111,4;;2010-12-23;R;SECTEUR ADMINIST. ACCUEIL;VACATAIRE;VACATAIRE;1;0,916666666666667;;
301017;2011;1;NON_TITULAIRE;;0;HEURES SUPPL. DIMANCHE JF;1920;23;47;100;0,916666666666667;18,57;0;7,75;143,92;;2010-12-23;R;SECTEUR ADMINIST. ACCUEIL;VACATAIRE;VACATAIRE;1;0,916666666666667;;
301017;2011;1;NON_TITULAIRE;;0;HEURES SUPPL. DE NUIT;1930;23;47;100;0,916666666666667;22,29;0;3,25;72,44;;2010-12-23;R;SECTEUR ADMINIST. ACCUEIL;VACATAIRE;VACATAIRE;1;0,916666666666667;;
301017;2011;6;NON_TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;168,42;19,75;100;0,916666666666667;18,76;0;3,25;60,97;;2011-05-31;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,916666666666667;;
301017;2011;6;NON_TITULAIRE;295;0;HEURES SUPPL. DE NUIT;1930;168,42;19,75;100;0,916666666666667;22,52;0;3,5;78,82;;2011-05-31;R;EQUIPE DES GYMNASES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,916666666666667;;
301017;2011;10;NON_TITULAIRE;;0;HEURES SUPPL. DIMANCHE JF;1920;85,14;27;100;0,916666666666667;18,76;0;3;56,28;;2011-09-30;R;SECTEUR ADMINIST. ACCUEIL;VACATAIRE;VACATAIRE;1;0,916666666666667;;
301017;2011;11;NON_TITULAIRE;;0;HEURES SUPPL. DIMANCHE JF;1920;3,75;20,5;100;0,916666666666667;18,76;0;0,5;9,38;;2011-10-31;R;SECTEUR ADMINIST. ACCUEIL;VACATAIRE;VACATAIRE;1;0,916666666666667;;
301021;2009;6;NON_TITULAIRE;290;0;HEURES SUPPL. DIMANCHE JF;1920;107;27;52,74;0,724325;15,58;0;15;233,7;;2009-05-31;R;EQUIPE REDACTION;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;0,5274;0,724325;;
301021;2011;7;NON_TITULAIRE;312;0;HEURES SUPPL.  = 14 H;1900;170,17;18,5;100;1;11,91;0;9;107,19;;2011-06-30;R;CABINET DU MAIRE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
301021;2011;7;NON_TITULAIRE;312;0;HEURES SUPPL. DIMANCHE JF;1920;170,17;18,5;100;1;19,84;0;9,5;188,48;;2011-06-30;R;CABINET DU MAIRE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
301021;2013;6;NON_TITULAIRE;315;0;HEURES SUPPL.  = 14 H;1900;153,67;2;100;1;12,02;0;2;24,04;;2013-05-31;R;CABINET DU MAIRE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
301033;2009;4;NON_TITULAIRE;290;0;HEURES SUPPL.  = 14 H;1900;161,73;5;100;0,916666666666667;10,92;0;5;54,6;;2009-03-29;R;EQU. PRODUCTION CHAUDE;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,916666666666667;;
301223;2010;7;NON_TITULAIRE;292;0;HEURES SUPPL. DIMANCHE JF;1920;6,75;33,75;100;0,333333333333333;18,48;0;2,75;50,82;;2010-05-31;R;EQUIPE DES STADES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,333333333333333;;
301223;2010;7;NON_TITULAIRE;292;0;HEURES SUPPL. DE NUIT;1930;6,75;33,75;100;0,333333333333333;22,18;0;4;88,72;;2010-05-31;R;EQUIPE DES STADES;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,333333333333333;;
301229;2009;10;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CAE;211D;154,67;0;100;0,5;8,82;0;3;26,46;;2009-09-30;R;EQUIPE MANIFESTATIONS;CONTRAT D ACCOMP. EMPLOI;CONTRAT D ACCOMP. EMPLOI;1;0,5;;
301229;2009;11;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CAE;211D;152,67;0;100;0,5;8,82;0;1;8,82;;;T;EQUIPE MANIFESTATIONS;CONTRAT D ACCOMP. EMPLOI;CONTRAT D ACCOMP. EMPLOI;1;0,5;;
301229;2009;12;NON_TITULAIRE;;0;HEURES SUP NUIT CAE;211D;156,67;0;100;0,5;18,88;0;1;18,88;;;T;EQUIPE MANIFESTATIONS;CONTRAT D ACCOMP. EMPLOI;CONTRAT D ACCOMP. EMPLOI;1;0,5;;
301229;2009;12;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CAE;211D;156,67;0;100;0,5;8,82;0;4;35,28;;;T;EQUIPE MANIFESTATIONS;CONTRAT D ACCOMP. EMPLOI;CONTRAT D ACCOMP. EMPLOI;1;0,5;;
301229;2011;2;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CUI;211D;154,17;0;100;0,666666666666667;11,25;0;2,5;28,13;;2011-01-31;R;EQUIPE MANIFESTATIONS;CONTRAT UNIQUE D INSERT;CONTRAT UNIQUE D INSERT;1;0,666666666666667;;
301229;2011;7;NON_TITULAIRE;295;0;HEURES SUPPLEMENTAIRES;211D;95,56;0;100;0,666666666666667;11,25;0;6,5;73,13;;2011-06-30;R;EQUIPE MANIFESTATIONS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,666666666666667;;
301229;2011;8;NON_TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;20,5;20,5;100;0,666666666666667;11,26;0;1;11,26;;2011-07-19;R;EQUIPE MANIFESTATIONS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,666666666666667;;
301229;2011;8;NON_TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;20,5;20,5;100;0,666666666666667;18,76;0;19,5;365,82;;2011-07-19;R;EQUIPE MANIFESTATIONS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,666666666666667;;
301230;2010;2;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CAE;211D;167,17;0;100;1;8,86;0;11;97,46;;;T;EQUIPE EXTERIEUR;CONTRAT D ACCOMP. EMPLOI;CONTRAT D ACCOMP. EMPLOI;1;1;;
301230;2010;2;NON_TITULAIRE;;0;H SUPPLEM NUIT CAE;211D;167,17;0;100;1;22,16;0;4,5;99,72;;;T;EQUIPE EXTERIEUR;CONTRAT D ACCOMP. EMPLOI;CONTRAT D ACCOMP. EMPLOI;1;1;;
301230;2010;3;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CEC;211D;153,92;0;100;1;8,86;0;2,25;19,94;;2010-02-28;R;EQUIPE EXTERIEUR;CONTRAT UNIQUE D INSERT;CONTRAT UNIQUE D INSERT;1;1;;
301230;2010;4;NON_TITULAIRE;;0;HEURES SUP NUIT C.U.I;211D;155,42;0;100;1;22,16;0;1,5;33,24;;;T;EQUIPE EXTERIEUR;CONTRAT UNIQUE D INSERT;CONTRAT UNIQUE D INSERT;1;1;;
301230;2010;4;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CUI;211D;155,42;0;100;1;8,86;0;2,25;19,94;;;T;EQUIPE EXTERIEUR;CONTRAT UNIQUE D INSERT;CONTRAT UNIQUE D INSERT;1;1;;
301230;2010;12;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CUI;211D;154,17;0;100;1;8,86;0;2,5;22,15;;;T;EQUIPE EXTERIEUR;CONTRAT UNIQUE D INSERT;CONTRAT UNIQUE D INSERT;1;1;;
301245;2009;10;NON_TITULAIRE;292;0;HEURES SUPPL.  = 14 H;1900;-8,11;2;100;0,333333333333333;11,05;0;2;22,1;;2009-09-27;R;EQUIPE MANIFESTATIONS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,333333333333333;;
301246;2009;10;NON_TITULAIRE;292;0;HEURES SUPPL.  = 14 H;1900;2;2;100;0,333333333333333;11,05;0;2;22,1;;2009-09-27;R;EQUIPE MANIFESTATIONS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,333333333333333;;
301247;2009;11;NON_TITULAIRE;292;0;HEURES SUPPL. DIMANCHE JF;1920;36;10;100;0,328183333333333;15,82;0;10;158,2;;;T;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,328183333333333;;
301257;2009;11;NON_TITULAIRE;292;0;HEURES SUPPL. DIMANCHE JF;1920;36;10;100;0,416666666666667;15,82;0;10;158,2;;;T;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;0,416666666666667;;
301277;2009;11;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;0,333333333333333;3,31;0;3,5;11,59;;2009-10-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;0,333333333333333;;
301277;2010;2;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;2;6,64;;2010-01-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
301277;2010;6;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;1;3,32;;2010-05-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
301277;2010;7;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;1;3,32;;2010-06-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
301277;2010;8;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;2;6,64;;2010-07-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
301277;2010;10;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;3;9,96;;2010-09-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
301277;2010;11;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;3,5;11,62;;2010-10-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
301290;2010;2;NON_TITULAIRE;395;0;HEURES SUPPL. DE NUIT;1930;159,17;7,5;100;1;30;0;7,5;225;;2010-01-31;R;SECTEUR CADRE DE VIE;TECHN. SUP. TERR.;TECHN. SUP. TERR.;1;1;;
301290;2010;4;NON_TITULAIRE;395;0;HEURES SUPPL.  = 14 H;1900;156,67;5;100;1;15;0;2;30;;2010-03-31;R;SECTEUR CADRE DE VIE;TECHN. SUP. TERR.;TECHN. SUP. TERR.;1;1;;
301290;2010;4;NON_TITULAIRE;395;0;HEURES SUPPL. DE NUIT;1930;156,67;5;100;1;30;0;3;90;;2010-03-31;R;SECTEUR CADRE DE VIE;TECHN. SUP. TERR.;TECHN. SUP. TERR.;1;1;;
301290;2011;1;NON_TITULAIRE;405;0;HEURES SUPPL.  = 14 H;1900;154,17;2,5;100;1;15,46;0;0,5;7,73;;2010-12-31;R;SECTEUR CADRE DE VIE;TECHNICIEN PRINCIP 2CL;TECHNICIEN PRINCIP 2CL;1;1;;
301290;2011;1;NON_TITULAIRE;405;0;HEURES SUPPL. DE NUIT;1930;154,17;2,5;100;1;30,91;0;2;61,82;;2010-12-31;R;SECTEUR CADRE DE VIE;TECHNICIEN PRINCIP 2CL;TECHNICIEN PRINCIP 2CL;1;1;;
